160,点击微信 英语课程中有分享功能的不能分享到微信好友和朋友圈中，提示分享失败,http://kikbug-public.oss-cn-shanghai.aliyuncs.com/1491906384000_Screenshot_20170411-182526.png,17,1,1
162,点击推荐给好友 选择分享 点击微信好友 系统界面显示分享失败,http://kikbug-public.oss-cn-shanghai.aliyuncs.com/1494756186000_Screenshot_20170514-151003.png,17,1,1
161,进入英语课程页面 点击“人气” 并未按人气排序，发现列表排序混乱，并没有按照课程人数排序,http://kikbug-public.oss-cn-shanghai.aliyuncs.com/1491964714000_17489610.jpg,17,2,2
